03100;000000
03200;000002
03300;000028
03400;000053
03500;000078
03600;000104
03700;000129
03800;000155
03900;000180
04000;000205
04100;000231
04200;000256
04300;000282
04400;000307
04500;000344
04600;000398
04700;000453
04800;000507
04900;000561
05000;000615
05100;000670
05200;000724
05300;000778
05400;000832
05500;000887
05600;000941
05700;000995
05800;001048
05900;001092
06000;001136
06100;001180
06200;001224
06300;001268
06400;001313
06500;001357
06600;001401
06700;001437
06800;001462
06900;001487
07000;001512
07100;001537
07200;001561
07300;001586
07400;001611
07500;001636
07600;001661
07700;001685
07800;001710
07900;001735
08000;001760
08100;001785
08200;001809
08300;001834
08400;001859
08500;001884
08600;001909
08700;001934
08800;001958
08900;001983
09000;002008
09100;002033
09200;002058
09300;002082
09400;002107
09500;002132
09600;002157
09700;002182
09800;002206
09900;002231
10000;002256
10100;002281
10200;002306
10300;002330
10400;002355
10500;002380
10600;002405
10700;002430
10800;002454
10900;002479
11000;002504
11100;002529
11200;002554
11300;002578
11400;002603
11500;002628
11600;002653
11700;002678
11800;002702
11900;002727
12000;002752
12100;002777
12200;002802
12300;002826
12400;002851
12500;002876
12600;002901
12700;002926
12800;002950
12900;002975
13000;003000
13100;003025
13200;003050
13300;003074
13400;003099
13500;003124
13600;003149
13700;003174
13800;003199
13900;003223
14000;003248
14100;003273
14200;003298
14300;003323
14400;003347
14500;003372
14600;003397
14700;003422
14800;003447
14900;003472
15000;003499
15100;003526
15200;003553
15300;003580
15400;003607
15500;003634
15600;003661
15700;003688
15800;003715
15900;003742
16000;003769
16100;003796
16200;003823
16300;003850
16400;003877
16500;003904
16600;003931
16700;003958
16800;003985
16900;004012
17000;004039
17100;004066
17200;004093
17300;004120
17400;004147
17500;004174
17600;004201
17700;004228
17800;004255
17900;004282
18000;004309
18100;004336
18200;004363
18300;004390
18400;004417
18500;004444
18600;004471
18700;004498
18800;004525
18900;004552
19000;004579
19100;004606
19200;004643
19300;004680
19400;004717
19500;004754
19600;004791
19700;004828
19800;004865
19900;004902
20000;004939
20100;004976
20200;005013
20300;005050
20400;005087
20500;005124
20600;005162
20700;005199
20800;005236
20900;005273
21000;005311
21100;005351
21200;005390
21300;005430
21400;005470
21500;005510
21600;005549
21700;005589
21800;005629
21900;005669
22000;005708
22100;005748
22200;005788
22300;005827
22400;005867
22500;005907
22600;005946
22700;005986
22800;006026
22900;006066
23000;006105
23100;006145
23200;006185
23300;006224
23400;006264
23500;006304
23600;006344
23700;006383
23800;006423
23900;006463
24000;006502
24100;006542
24200;006582
24300;006621
24400;006661
24500;006701
24600;006741
24700;006780
24800;006820
24900;006860
25000;006900
25100;006939
25200;006979
25300;007019
25400;007058
25500;007098
25600;007138
25700;007177
25800;007217
25900;007257
26000;007297
26100;007336
26200;007376
26300;007416
26400;007455
26500;007495
26600;007535
26700;007574
26800;007614
26900;007654
27000;007694
27100;007733
27200;007773
27300;007813
27400;007852
27500;007892
27600;007932
27700;007972
27800;008011
27900;008051
28000;008091
28100;008130
28200;008170
28300;008210
28400;008250
28500;008289
28600;008329
28700;008369
28800;008408
28900;008448
29000;008488
29100;008527
29200;008567
29300;008607
29400;008647
29500;008686
29600;008726
29700;008766
29800;008805
29900;008845
30000;008885
30100;008924
30200;008964
30300;009004
30400;009044
30500;009083
30600;009123
30700;009163
30800;009202
30900;009242
31000;009282
31100;009322
31200;009361
31300;009401
31400;009441
31500;009481
31600;009520
31700;009560
31800;009600
31900;009639
32000;009679
32100;009719
32200;009758
32300;009798
32400;009838
32500;009878
32600;009917
32700;009957
32800;009997
32900;010036
33000;010076
33100;010116
33200;010155
33300;010195
33400;010235
33500;010275
33600;010314
33700;010354
33800;010394
33900;010433
34000;010473
34100;010513
34200;010553
34300;010592
34400;010632
34500;010672
34600;010712
34700;010751
34800;010791
34900;010830
35000;010870
35100;010910
35200;010950
35300;010989
35400;011029
35500;011069
35600;011108
35700;011148
35800;011188
35900;011228
36000;011267
36100;011307
36200;011347
36300;011386
36400;011426
36500;011466
36600;011506
36700;011545
36800;011585
36900;011625
37000;011664
37100;011704
37200;011744
37300;011784
37400;011823
37500;011863
37600;011903
37700;011942
37800;011982
37900;012022
38000;012061
38100;012101
38200;012141
38300;012181
38400;012220
38500;012260
38600;012300
38700;012339
38800;012379
38900;012419
39000;012458
39100;012498
39200;012538
39300;012578
39400;012617
39500;012657
39600;012697
39700;012736
39800;012776
39900;012816
40000;012856
40100;012895
40200;012935
40300;012975
40400;013014
40500;013054
40600;013094
40700;013134
40800;013173
40900;013213
41000;013253
41100;013292
41200;013332
41300;013372
41400;013412
41500;013451
41600;013491
41700;013531
41800;013570
41900;013610
42000;013650
42100;013689
42200;013729
42300;013769
42400;013809
42500;013848
42600;013888
42700;013928
42800;013967
42900;014007
43000;014047
43100;014086
43200;014126
43300;014166
43400;014206
43500;014245
43600;014285
43700;014325
43800;014364
43900;014404
44000;014444
44100;014484
44200;014523
44300;014563
44400;014603
44500;014642
44600;014682
44700;014722
44800;014762
44900;014801
45000;014841
45100;014881
45200;014920
45300;014960
45400;015000
45500;015039
45600;015079
45700;015119
45800;015159
45900;015198
46000;015238
46100;015278
46200;015317
46300;015357
46400;015397
46500;015436
46600;015476
46700;015516
46800;015556
46900;015595
47000;015635
47100;015675
47200;015714
47300;015754
47400;015794
47500;015834
47600;015873
47700;015913
47800;015953
47900;015993
48000;016032
48100;016072
48200;016112
48300;016151
48400;016191
48500;016231
48600;016270
48700;016310
48800;016350
48900;016390
49000;016429
49100;016469
49200;016509
49300;016548
49400;016588
49500;016628
49600;016667
49700;016707
49800;016747
49900;016787
50000;016826
50100;016866
50200;016906
50300;016945
50400;016985
50500;017025
50600;017065
50700;017104
50800;017144
50900;017184
51000;017224
51100;017263
51200;017303
51300;017343
51400;017382
51500;017422
51600;017462
51700;017501
51800;017541
51900;017581
52000;017620
52100;017660
52200;017700
52300;017740
52400;017779
52500;017819
52600;017859
52700;017898
52800;017945
52900;017995
53000;018045
53100;018095
53200;018145
53300;018195
53400;018246
53500;018296
53600;018346
53700;018396
53800;018446
53900;018496
54000;018546
54100;018596
54200;018646
54300;018696
54400;018746
54500;018797
54600;018847
54700;018897
54800;018947
54900;018997
55000;019047
55100;019097
55200;019147
55300;019197
55400;019247
55500;019298
55600;019348
55700;019398
55800;019448
55900;019498
56000;019548
56100;019598
56200;019648
56300;019698
56400;019748
56500;019798
56600;019849
56700;019899
56800;019949
56900;019999
57000;020049
57100;020099
57200;020149
57300;020199
57400;020249
57500;020299
57600;020350
57700;020400
57800;020450
57900;020500
58000;020550
58100;020600
58200;020650
58300;020700
58400;020750
58500;020800
58600;020850
58700;020900
58800;020951
58900;021001
59000;021051
59100;021101
59200;021151
59300;021201
59400;021251
59500;021301
59600;021351
59700;021402
59800;021452
59900;021502
60000;021552
60100;021602
60200;021652
60300;021702
60400;021752
60500;021802
60600;021852
60700;021903
60800;021953
60900;022003
61000;022053
61100;022103
61200;022153
61300;022203
61400;022253
61500;022303
61600;022353
61700;022404
61800;022454
61900;022504
62000;022554
62100;022604
62200;022654
62300;022704
62400;022754
62500;022804
62600;022854
62700;022904
62800;022954
62900;023005
63000;023055
63100;023105
63200;023155
63300;023205
63400;023255
63500;023305
63600;023355
63700;023405
63800;023456
63900;023506
64000;023556
64100;023606
64200;023656
64300;023706
64400;023756
64500;023806
64600;023856
64700;023906
64800;023956
64900;024006
65000;024057
65100;024107
65200;024157
65300;024207
65400;024257
65500;024307
65600;024357
65700;024407
65800;024457
65900;024507
66000;024558
66100;024608
66200;024658
66300;024708
66400;024758
66500;024808
66600;024858
66700;024908
66800;024958
66900;025008
67000;025059
67100;025109
67200;025159
67300;025209
67400;025259
67500;025309
67600;025359
67700;025409
67800;025459
67900;025509
68000;025560
68100;025610
68200;025660
68300;025710
68400;025760
68500;025810
68600;025860
68700;025910
68800;025960
68900;026010
69000;026060
69100;026111
69200;026161
69300;026211
69400;026261
69500;026311
69600;026361
69700;026411
69800;026461
69900;026511
70000;026561
70100;026612
70200;026662
70300;026712
70400;026762
70500;026812
70600;026862
70700;026912
70800;026962
70900;027012
71000;027062
71100;027112
71200;027162
71300;027213
71400;027263
71500;027313
71600;027363
71700;027413
71800;027463
71900;027513
72000;027563
72100;027613
72200;027664
72300;027714
72400;027764
72500;027814
72600;027864
72700;027914
72800;027964
72900;028014
73000;028064
73100;028114
73200;028165
73300;028215
73400;028265
73500;028315
73600;028365
73700;028415
73800;028465
73900;028515
74000;028565
74100;028615
74200;028666
74300;028716
74400;028766
74500;028816
74600;028866
74700;028916
74800;028966
74900;029016
75000;029066
75100;029116
75200;029166
75300;029217
75400;029267
75500;029317
75600;029367
75700;029417
75800;029467
75900;029517
76000;029567
76100;029617
76200;029667
76300;029718
76400;029768
76500;029818
76600;029868
76700;029918
